x,y
4197.663081653935,-0.7479648590087891
4220.859782630954,-0.7641217708587646
4244.056540661449,-0.7755651473999023
4267.253355744577,-0.7917890548706055
4290.450227877903,-0.8032763600349426
4313.647157065388,-0.8195672035217285
4336.844143306534,-0.831098198890686
4360.041186600197,-0.8474550247192383
4383.238286945595,-0.8590284585952759
4406.435444343674,-0.8706111907958984
4429.632658796003,-0.887064516544342
4452.8299303009535,-0.8986883163452148
4476.027258855848,-0.9152035117149353
4499.224644464194,-0.9268669486045837
4522.422087122557,-0.9434415698051453
4545.619586836936,-0.9551427960395813
4568.8171435986,-0.9717742204666138
4592.014757414637,-0.9835110306739807
4615.212428283943,-1.0001956224441528
4638.410156203176,-1.0119656324386597
4661.60794117671,-1.0237414836883545
4684.805783201009,-1.0404990911483765
4708.003682274436,-1.0523040294647217
4731.2016384002345,-1.0691039562225342
4754.399651576868,-1.080934762954712
4777.597721808467,-1.097772240638733
4800.795849088311,-1.1096258163452148
4823.994033418906,-1.126495599746704
4847.192274806121,-1.1383687257766724
4870.390573237209,-1.1552654504776
4893.588928723364,-1.167154312133789
4916.787341256714,-1.179044485092163
4939.985810846011,-1.1959738731384277
4963.184337481587,-1.2078769207000732
4986.382921172245,-1.2248196601867676
5009.58156191001,-1.2367324829101562
5032.780259698451,-1.2536840438842773
5055.979014539319,-1.2656042575836182
5079.1778264299455,-1.2825605869293213
5102.376695371175,-1.2944875955581665
5125.575621360511,-1.311446189880371
5148.774604402146,-1.3233792781829834
5171.973644494362,-1.335313320159912
5195.172741632988,-1.3522751331329346
5218.371895825516,-1.36421537399292
5241.571107066917,-1.3811750411987305
5264.7703753580445,-1.3931207656860352
5287.969700698129,-1.4100782871246338
5311.169083091261,-1.4220316410064697
5334.368522528943,-1.4389902353286743
5357.568019017939,-1.4509536027908325
5380.767572558429,-1.4629236459732056
5403.967183146018,-1.479892611503601
5427.1668507831755,-1.4918774366378784
5450.366575467505,-1.508857011795044
5473.566357204773,-1.5208584070205688
5496.766195986675,-1.537853717803955
5519.966091823212,-1.5498723983764648
5543.1660447060685,-1.5668889284133911
5566.366054639256,-1.5789225101470947
5589.566121619469,-1.5959649085998535
5612.766245648564,-1.6080093383789062
5635.966426724566,-1.6200507879257202
5659.166664850953,-1.6371309757232666
5682.366960026903,-1.6491734981536865
5705.567312248166,-1.666290044784546
5728.767721522415,-1.6783307790756226
5751.968187840142,-1.6954931020736694
5775.168711208344,-1.7075308561325073
5798.36929162507,-1.7247531414031982
5821.569929091357,-1.7367881536483765
5844.770623602902,-1.7540879249572754
5867.971375160547,-1.7661179304122925
5891.172183770111,-1.7781195640563965
5914.373049424144,-1.795536994934082
5937.573972128453,-1.8075157403945923
5960.774951878735,-1.8250436782836914
5983.975988676027,-1.8369677066802979
6007.177082521806,-1.8546068668365479
6030.378233417019,-1.8664326667785645
6053.579441357362,-1.8841936588287354
6076.780706345485,-1.8958914279937744
6099.982028379486,-1.9138342142105103
6123.1834074620265,-1.9253973960876465
6146.384843590609,-1.9367543458938599
6169.586336765897,-1.955005168914795
6192.78788698978,-1.9660162925720215
6215.989494258686,-1.984030842781067
6239.1911585745065,-1.9934237003326416
